import time: self [us] | cumulative | imported package
import time:       122 |        122 |                     numpy._typing._shape
import time:      1404 |       1996 |                   numpy._typing._array_like
import time:      1497 |       1497 |                   numpy._typing._char_codes
import time:       602 |        602 |                     annotationlib
import time:      1224 |       1825 |                   numpy._typing._dtype_like
import time:       156 |        156 |                   numpy._typing._nbit
import time:       144 |        144 |                   numpy._typing._scalars
import time:        94 |         94 |                   numpy._typing._ufunc
import time:       334 |       6044 |                 numpy._typing
import time:       254 |        254 |                   numpy.lib._stride_tricks_impl
import time:       311 |        565 |                 numpy.lib._twodim_base_impl
import time:       113 |        113 |                   numpy.lib._array_utils_impl
import time:       126 |        238 |                 numpy.lib.array_utils
import time:       890 |        890 |                 numpy.linalg._umath_linalg
import time:      1814 |      11996 |               numpy.linalg._linalg
import time:       125 |        125 |               numpy.linalg.linalg
import time:       174 |      12294 |             numpy.linalg
import time:       334 |      12628 |           numpy.matrixlib.defmatrix
import time:       129 |      12757 |         numpy.matrixlib
import time:      1803 |       1803 |           numpy.lib._histograms_impl
import time:      1182 |       2984 |         numpy.lib._function_base_impl
import time:       137 |        137 |         numpy.lib.stride_tricks
import time:       458 |      16334 |       numpy.lib._index_tricks_impl
import time:       331 |      16664 |     numpy.lib._arraypad_impl
import time:      1120 |       1120 |     numpy.lib._arraysetops_impl
import time:       182 |        182 |     numpy.lib._arrayterator_impl
import time:       537 |        537 |     numpy.lib._nanfunctions_impl
import time:       479 |        479 |       weakref
import time:       101 |        101 |               _wmi
import time:       746 |        846 |             platform
import time:       809 |        809 |             textwrap
import time:       258 |       1912 |           numpy.lib._utils_impl
import time:       240 |       2152 |         numpy.lib._format_impl
import time:       118 |       2269 |       numpy.lib.format
import time:       274 |        274 |       numpy.lib._datasource
import time:       381 |        381 |       numpy.lib._iotools
import time:      1041 |       4442 |     numpy.lib._npyio_impl
import time:       134 |        134 |         numpy.lib._ufunclike_impl
import time:       308 |        441 |       numpy.lib._type_check_impl
import time:       529 |        970 |     numpy.lib._polynomial_impl
import time:       378 |        378 |     numpy.lib._shape_base_impl
import time:       142 |        142 |     numpy.lib._version
import time:        99 |         99 |     numpy.lib.introspect
import time:       201 |        201 |     numpy.lib.mixins
import time:        89 |         89 |     numpy.lib.npyio
import time:       264 |        264 |       numpy.lib._scimath_impl
import time:        83 |        346 |     numpy.lib.scimath
import time:       396 |      25560 |   numpy.lib
import time:       149 |        149 |   numpy._array_api_info
import time:      2420 |      65069 | numpy
