core,label,bytes,processes,median_ns_per_access,ci95_low,ci95_high,q25,q75,median_gib_per_s
P,pair_same_line,4096,1,2.1839,2.1839,2.1839,2.1839,2.1839,6.823
P,pair_same_line,6144,1,2.0350,2.0350,2.0350,2.0350,2.0350,7.322
P,pair_same_line,8192,1,1.8430,1.8430,1.8430,1.8430,1.8430,8.085
P,pair_same_line,12288,1,2.0357,2.0357,2.0357,2.0357,2.0357,7.320
P,pair_same_line,16384,1,2.2729,2.2729,2.2729,2.2729,2.2729,6.556
P,pair_same_line,24576,1,2.5804,2.5804,2.5804,2.5804,2.5804,5.775
P,pair_same_line,32768,1,2.3452,2.3452,2.3452,2.3452,2.3452,6.354
P,pair_same_line,49152,1,2.2798,2.2798,2.2798,2.2798,2.2798,6.536
P,pair_same_line,65536,1,2.2458,2.2458,2.2458,2.2458,2.2458,6.635
P,pair_same_line,98304,1,2.4573,2.4573,2.4573,2.4573,2.4573,6.064
P,pair_same_line,131072,1,1.8419,1.8419,1.8419,1.8419,1.8419,8.090
P,pair_same_line,196608,1,2.1431,2.1431,2.1431,2.1431,2.1431,6.953
P,pair_same_line,262144,1,2.1638,2.1638,2.1638,2.1638,2.1638,6.886
P,pair_same_line,393216,1,2.0639,2.0639,2.0639,2.0639,2.0639,7.220
P,pair_same_line,524288,1,2.0912,2.0912,2.0912,2.0912,2.0912,7.126
P,pair_same_line,786432,1,2.4961,2.4961,2.4961,2.4961,2.4961,5.970
P,pair_same_line,1048576,1,7.5808,7.5808,7.5808,7.5808,7.5808,1.966
P,pair_same_line,1572864,1,2.6481,2.6481,2.6481,2.6481,2.6481,5.627
P,pair_same_line,2097152,1,3.3262,3.3262,3.3262,3.3262,3.3262,4.480
P,pair_same_line,3145728,1,5.0971,5.0971,5.0971,5.0971,5.0971,2.923
P,pair_same_line,4194304,1,5.7310,5.7310,5.7310,5.7310,5.7310,2.600
P,pair_same_line,6291456,1,9.5260,9.5260,9.5260,9.5260,9.5260,1.564
P,pair_same_line,8388608,1,11.9855,11.9855,11.9855,11.9855,11.9855,1.243
P,pair_same_line,12582912,1,12.3285,12.3285,12.3285,12.3285,12.3285,1.209
P,pair_same_line,16777216,1,15.0532,15.0532,15.0532,15.0532,15.0532,0.990
P,pair_split_line,4096,1,2.6844,2.6844,2.6844,2.6844,2.6844,5.551
P,pair_split_line,6144,1,2.4257,2.4257,2.4257,2.4257,2.4257,6.143
P,pair_split_line,8192,1,2.2362,2.2362,2.2362,2.2362,2.2362,6.664
P,pair_split_line,12288,1,2.6349,2.6349,2.6349,2.6349,2.6349,5.655
P,pair_split_line,16384,1,2.2401,2.2401,2.2401,2.2401,2.2401,6.652
P,pair_split_line,24576,1,2.8859,2.8859,2.8859,2.8859,2.8859,5.163
P,pair_split_line,32768,1,2.5262,2.5262,2.5262,2.5262,2.5262,5.899
P,pair_split_line,49152,1,2.0435,2.0435,2.0435,2.0435,2.0435,7.292
P,pair_split_line,65536,1,2.7231,2.7231,2.7231,2.7231,2.7231,5.472
P,pair_split_line,98304,1,2.9872,2.9872,2.9872,2.9872,2.9872,4.988
P,pair_split_line,131072,1,2.6382,2.6382,2.6382,2.6382,2.6382,5.648
P,pair_split_line,196608,1,3.0246,3.0246,3.0246,3.0246,3.0246,4.927
P,pair_split_line,262144,1,3.2227,3.2227,3.2227,3.2227,3.2227,4.624
P,pair_split_line,393216,1,2.4785,2.4785,2.4785,2.4785,2.4785,6.012
P,pair_split_line,524288,1,2.7857,2.7857,2.7857,2.7857,2.7857,5.349
P,pair_split_line,786432,1,3.3879,3.3879,3.3879,3.3879,3.3879,4.398
P,pair_split_line,1048576,1,3.2028,3.2028,3.2028,3.2028,3.2028,4.653
P,pair_split_line,1572864,1,3.8091,3.8091,3.8091,3.8091,3.8091,3.912
P,pair_split_line,2097152,1,5.2668,5.2668,5.2668,5.2668,5.2668,2.829
P,pair_split_line,3145728,1,12.3248,12.3248,12.3248,12.3248,12.3248,1.209
P,pair_split_line,4194304,1,7.3752,7.3752,7.3752,7.3752,7.3752,2.020
P,pair_split_line,6291456,1,6.2626,6.2626,6.2626,6.2626,6.2626,2.379
P,pair_split_line,8388608,1,14.0383,14.0383,14.0383,14.0383,14.0383,1.061
P,pair_split_line,12582912,1,12.1647,12.1647,12.1647,12.1647,12.1647,1.225
P,pair_split_line,16777216,1,22.0601,22.0601,22.0601,22.0601,22.0601,0.675
P,random,4096,1,1.2348,1.2348,1.2348,1.2348,1.2348,6.034
P,random,6144,1,1.3033,1.3033,1.3033,1.3033,1.3033,5.717
P,random,8192,1,1.2949,1.2949,1.2949,1.2949,1.2949,5.754
P,random,12288,1,1.3637,1.3637,1.3637,1.3637,1.3637,5.464
P,random,16384,1,3.0213,3.0213,3.0213,3.0213,3.0213,2.466
P,random,24576,1,1.3684,1.3684,1.3684,1.3684,1.3684,5.445
P,random,32768,1,1.7518,1.7518,1.7518,1.7518,1.7518,4.253
P,random,49152,1,1.3648,1.3648,1.3648,1.3648,1.3648,5.459
P,random,65536,1,1.3524,1.3524,1.3524,1.3524,1.3524,5.509
P,random,98304,1,1.2224,1.2224,1.2224,1.2224,1.2224,6.095
P,random,131072,1,1.2817,1.2817,1.2817,1.2817,1.2817,5.813
P,random,196608,1,1.6740,1.6740,1.6740,1.6740,1.6740,4.451
P,random,262144,1,1.6398,1.6398,1.6398,1.6398,1.6398,4.544
P,random,393216,1,1.1329,1.1329,1.1329,1.1329,1.1329,6.576
P,random,524288,1,1.9679,1.9679,1.9679,1.9679,1.9679,3.786
P,random,786432,1,1.4606,1.4606,1.4606,1.4606,1.4606,5.101
P,random,1048576,1,2.4568,2.4568,2.4568,2.4568,2.4568,3.033
P,random,1572864,1,1.6614,1.6614,1.6614,1.6614,1.6614,4.485
P,random,2097152,1,5.2233,5.2233,5.2233,5.2233,5.2233,1.426
P,random,3145728,1,2.3402,2.3402,2.3402,2.3402,2.3402,3.184
P,random,4194304,1,6.4409,6.4409,6.4409,6.4409,6.4409,1.157
P,random,6291456,1,4.5016,4.5016,4.5016,4.5016,4.5016,1.655
P,random,8388608,1,6.5776,6.5776,6.5776,6.5776,6.5776,1.133
P,random,12582912,1,8.8356,8.8356,8.8356,8.8356,8.8356,0.843
P,random,16777216,1,10.8366,10.8366,10.8366,10.8366,10.8366,0.688
P,stride_1,4096,1,1.3986,1.3986,1.3986,1.3986,1.3986,5.327
P,stride_1,6144,1,1.7883,1.7883,1.7883,1.7883,1.7883,4.166
P,stride_1,8192,1,1.3676,1.3676,1.3676,1.3676,1.3676,5.448
P,stride_1,12288,1,1.7920,1.7920,1.7920,1.7920,1.7920,4.158
P,stride_1,16384,1,1.8922,1.8922,1.8922,1.8922,1.8922,3.938
P,stride_1,24576,1,1.9604,1.9604,1.9604,1.9604,1.9604,3.800
P,stride_1,32768,1,2.2988,2.2988,2.2988,2.2988,2.2988,3.241
P,stride_1,49152,1,1.6104,1.6104,1.6104,1.6104,1.6104,4.627
P,stride_1,65536,1,1.4656,1.4656,1.4656,1.4656,1.4656,5.084
P,stride_1,98304,1,1.5332,1.5332,1.5332,1.5332,1.5332,4.860
P,stride_1,131072,1,1.5333,1.5333,1.5333,1.5333,1.5333,4.859
P,stride_1,196608,1,1.5329,1.5329,1.5329,1.5329,1.5329,4.860
P,stride_1,262144,1,2.1236,2.1236,2.1236,2.1236,2.1236,3.509
P,stride_1,393216,1,1.6102,1.6102,1.6102,1.6102,1.6102,4.627
P,stride_1,524288,1,1.6960,1.6960,1.6960,1.6960,1.6960,4.393
P,stride_1,786432,1,1.7882,1.7882,1.7882,1.7882,1.7882,4.167
P,stride_1,1048576,1,1.9117,1.9117,1.9117,1.9117,1.9117,3.897
P,stride_1,1572864,1,1.5494,1.5494,1.5494,1.5494,1.5494,4.809
P,stride_1,2097152,1,1.7118,1.7118,1.7118,1.7118,1.7118,4.352
P,stride_1,3145728,1,1.7385,1.7385,1.7385,1.7385,1.7385,4.286
P,stride_1,4194304,1,2.1442,2.1442,2.1442,2.1442,2.1442,3.475
P,stride_1,6291456,1,1.6639,1.6639,1.6639,1.6639,1.6639,4.478
P,stride_1,8388608,1,2.2708,2.2708,2.2708,2.2708,2.2708,3.281
P,stride_1,12582912,1,2.0191,2.0191,2.0191,2.0191,2.0191,3.690
P,stride_1,16777216,1,2.3437,2.3437,2.3437,2.3437,2.3437,3.179
P,stride_17,4096,1,1.4616,1.4616,1.4616,1.4616,1.4616,5.097
P,stride_17,6144,1,1.6112,1.6112,1.6112,1.6112,1.6112,4.624
P,stride_17,8192,1,1.3856,1.3856,1.3856,1.3856,1.3856,5.377
P,stride_17,12288,1,1.3994,1.3994,1.3994,1.3994,1.3994,5.324
P,stride_17,16384,1,1.9452,1.9452,1.9452,1.9452,1.9452,3.830
P,stride_17,24576,1,1.6082,1.6082,1.6082,1.6082,1.6082,4.633
P,stride_17,32768,1,2.2324,2.2324,2.2324,2.2324,2.2324,3.338
P,stride_17,49152,1,1.5349,1.5349,1.5349,1.5349,1.5349,4.854
P,stride_17,65536,1,1.8963,1.8963,1.8963,1.8963,1.8963,3.929
P,stride_17,98304,1,1.6974,1.6974,1.6974,1.6974,1.6974,4.390
P,stride_17,131072,1,1.5374,1.5374,1.5374,1.5374,1.5374,4.846
P,stride_17,196608,1,1.5866,1.5866,1.5866,1.5866,1.5866,4.696
P,stride_17,262144,1,1.9727,1.9727,1.9727,1.9727,1.9727,3.777
P,stride_17,393216,1,1.6786,1.6786,1.6786,1.6786,1.6786,4.439
P,stride_17,524288,1,1.8607,1.8607,1.8607,1.8607,1.8607,4.004
P,stride_17,786432,1,1.7674,1.7674,1.7674,1.7674,1.7674,4.216
P,stride_17,1048576,1,1.8802,1.8802,1.8802,1.8802,1.8802,3.963
P,stride_17,1572864,1,1.8398,1.8398,1.8398,1.8398,1.8398,4.050
P,stride_17,2097152,1,3.1185,3.1185,3.1185,3.1185,3.1185,2.389
P,stride_17,3145728,1,3.6611,3.6611,3.6611,3.6611,3.6611,2.035
P,stride_17,4194304,1,4.1383,4.1383,4.1383,4.1383,4.1383,1.800
P,stride_17,6291456,1,6.0048,6.0048,6.0048,6.0048,6.0048,1.241
P,stride_17,8388608,1,6.8190,6.8190,6.8190,6.8190,6.8190,1.093
P,stride_17,12582912,1,5.2476,5.2476,5.2476,5.2476,5.2476,1.420
P,stride_17,16777216,1,6.3208,6.3208,6.3208,6.3208,6.3208,1.179
P,stride_1_bis,4096,1,1.6108,1.6108,1.6108,1.6108,1.6108,4.625
P,stride_1_bis,6144,1,1.6946,1.6946,1.6946,1.6946,1.6946,4.397
P,stride_1_bis,8192,1,1.8948,1.8948,1.8948,1.8948,1.8948,3.932
P,stride_1_bis,12288,1,1.7000,1.7000,1.7000,1.7000,1.7000,4.383
P,stride_1_bis,16384,1,1.8927,1.8927,1.8927,1.8927,1.8927,3.936
P,stride_1_bis,24576,1,1.7383,1.7383,1.7383,1.7383,1.7383,4.286
P,stride_1_bis,32768,1,1.7675,1.7675,1.7675,1.7675,1.7675,4.215
P,stride_1_bis,49152,1,2.1473,2.1473,2.1473,2.1473,2.1473,3.470
P,stride_1_bis,65536,1,1.5332,1.5332,1.5332,1.5332,1.5332,4.860
P,stride_1_bis,98304,1,2.1469,2.1469,2.1469,2.1469,2.1469,3.470
P,stride_1_bis,131072,1,1.6110,1.6110,1.6110,1.6110,1.6110,4.625
P,stride_1_bis,196608,1,1.7876,1.7876,1.7876,1.7876,1.7876,4.168
P,stride_1_bis,262144,1,1.6107,1.6107,1.6107,1.6107,1.6107,4.626
P,stride_1_bis,393216,1,1.8948,1.8948,1.8948,1.8948,1.8948,3.932
P,stride_1_bis,524288,1,1.6242,1.6242,1.6242,1.6242,1.6242,4.587
P,stride_1_bis,786432,1,1.9887,1.9887,1.9887,1.9887,1.9887,3.746
P,stride_1_bis,1048576,1,1.6327,1.6327,1.6327,1.6327,1.6327,4.563
P,stride_1_bis,1572864,1,1.4639,1.4639,1.4639,1.4639,1.4639,5.090
P,stride_1_bis,2097152,1,1.7156,1.7156,1.7156,1.7156,1.7156,4.343
P,stride_1_bis,3145728,1,1.5061,1.5061,1.5061,1.5061,1.5061,4.947
P,stride_1_bis,4194304,1,2.0747,2.0747,2.0747,2.0747,2.0747,3.591
P,stride_1_bis,6291456,1,1.6102,1.6102,1.6102,1.6102,1.6102,4.627
P,stride_1_bis,8388608,1,1.9531,1.9531,1.9531,1.9531,1.9531,3.815
P,stride_1_bis,12582912,1,2.5237,2.5237,2.5237,2.5237,2.5237,2.952
P,stride_1_bis,16777216,1,1.6944,1.6944,1.6944,1.6944,1.6944,4.397
P,stride_1_double,4096,1,1.4626,1.4626,1.4626,1.4626,1.4626,5.094
P,stride_1_double,6144,1,1.8924,1.8924,1.8924,1.8924,1.8924,3.937
P,stride_1_double,8192,1,1.6093,1.6093,1.6093,1.6093,1.6093,4.630
P,stride_1_double,12288,1,1.8925,1.8925,1.8925,1.8925,1.8925,3.937
P,stride_1_double,16384,1,1.9254,1.9254,1.9254,1.9254,1.9254,3.870
P,stride_1_double,24576,1,1.5974,1.5974,1.5974,1.5974,1.5974,4.664
P,stride_1_double,32768,1,1.7877,1.7877,1.7877,1.7877,1.7877,4.168
P,stride_1_double,49152,1,1.8406,1.8406,1.8406,1.8406,1.8406,4.048
P,stride_1_double,65536,1,1.9713,1.9713,1.9713,1.9713,1.9713,3.780
P,stride_1_double,98304,1,1.8190,1.8190,1.8190,1.8190,1.8190,4.096
P,stride_1_double,131072,1,1.5879,1.5879,1.5879,1.5879,1.5879,4.692
P,stride_1_double,196608,1,1.8918,1.8918,1.8918,1.8918,1.8918,3.938
P,stride_1_double,262144,1,1.4003,1.4003,1.4003,1.4003,1.4003,5.321
P,stride_1_double,393216,1,1.8919,1.8919,1.8919,1.8919,1.8919,3.938
P,stride_1_double,524288,1,2.1436,2.1436,2.1436,2.1436,2.1436,3.476
P,stride_1_double,786432,1,1.4087,1.4087,1.4087,1.4087,1.4087,5.289
P,stride_1_double,1048576,1,1.9131,1.9131,1.9131,1.9131,1.9131,3.895
P,stride_1_double,1572864,1,1.8531,1.8531,1.8531,1.8531,1.8531,4.021
P,stride_1_double,2097152,1,2.0115,2.0115,2.0115,2.0115,2.0115,3.704
P,stride_1_double,3145728,1,2.0617,2.0617,2.0617,2.0617,2.0617,3.614
P,stride_1_double,4194304,1,1.6165,1.6165,1.6165,1.6165,1.6165,4.609
P,stride_1_double,6291456,1,1.7253,1.7253,1.7253,1.7253,1.7253,4.318
P,stride_1_double,8388608,1,1.7396,1.7396,1.7396,1.7396,1.7396,4.283
P,stride_1_double,12582912,1,2.4123,2.4123,2.4123,2.4123,2.4123,3.089
P,stride_1_double,16777216,1,2.5512,2.5512,2.5512,2.5512,2.5512,2.920
P,stride_4097,4096,1,2.2988,2.2988,2.2988,2.2988,2.2988,3.241
P,stride_4097,6144,1,1.6071,1.6071,1.6071,1.6071,1.6071,4.636
P,stride_4097,8192,1,1.4622,1.4622,1.4622,1.4622,1.4622,5.095
P,stride_4097,12288,1,2.3018,2.3018,2.3018,2.3018,2.3018,3.237
P,stride_4097,16384,1,1.7891,1.7891,1.7891,1.7891,1.7891,4.164
P,stride_4097,24576,1,1.6121,1.6121,1.6121,1.6121,1.6121,4.622
P,stride_4097,32768,1,1.4066,1.4066,1.4066,1.4066,1.4066,5.297
P,stride_4097,49152,1,1.8972,1.8972,1.8972,1.8972,1.8972,3.927
P,stride_4097,65536,1,1.6942,1.6942,1.6942,1.6942,1.6942,4.398
P,stride_4097,98304,1,1.6893,1.6893,1.6893,1.6893,1.6893,4.411
P,stride_4097,131072,1,1.6093,1.6093,1.6093,1.6093,1.6093,4.630
P,stride_4097,196608,1,1.8549,1.8549,1.8549,1.8549,1.8549,4.017
P,stride_4097,262144,1,1.4945,1.4945,1.4945,1.4945,1.4945,4.985
P,stride_4097,393216,1,2.0269,2.0269,2.0269,2.0269,2.0269,3.676
P,stride_4097,524288,1,2.3993,2.3993,2.3993,2.3993,2.3993,3.105
P,stride_4097,786432,1,1.8260,1.8260,1.8260,1.8260,1.8260,4.080
P,stride_4097,1048576,1,1.8226,1.8226,1.8226,1.8226,1.8226,4.088
P,stride_4097,1572864,1,1.7697,1.7697,1.7697,1.7697,1.7697,4.210
P,stride_4097,2097152,1,1.7983,1.7983,1.7983,1.7983,1.7983,4.143
P,stride_4097,3145728,1,3.0931,3.0931,3.0931,3.0931,3.0931,2.409
P,stride_4097,4194304,1,2.4298,2.4298,2.4298,2.4298,2.4298,3.066
P,stride_4097,6291456,1,3.5520,3.5520,3.5520,3.5520,3.5520,2.098
P,stride_4097,8388608,1,4.4005,4.4005,4.4005,4.4005,4.4005,1.693
P,stride_4097,12582912,1,7.2682,7.2682,7.2682,7.2682,7.2682,1.025
P,stride_4097,16777216,1,7.4094,7.4094,7.4094,7.4094,7.4094,1.006
P,stride_513,4096,1,1.4345,1.4345,1.4345,1.4345,1.4345,5.194
P,stride_513,6144,1,1.6067,1.6067,1.6067,1.6067,1.6067,4.637
P,stride_513,8192,1,1.8123,1.8123,1.8123,1.8123,1.8123,4.111
P,stride_513,12288,1,2.0123,2.0123,2.0123,2.0123,2.0123,3.702
P,stride_513,16384,1,2.1945,2.1945,2.1945,2.1945,2.1945,3.395
P,stride_513,24576,1,2.2982,2.2982,2.2982,2.2982,2.2982,3.242
P,stride_513,32768,1,2.0593,2.0593,2.0593,2.0593,2.0593,3.618
P,stride_513,49152,1,1.5097,1.5097,1.5097,1.5097,1.5097,4.935
P,stride_513,65536,1,1.6760,1.6760,1.6760,1.6760,1.6760,4.445
P,stride_513,98304,1,1.9729,1.9729,1.9729,1.9729,1.9729,3.776
P,stride_513,131072,1,1.7656,1.7656,1.7656,1.7656,1.7656,4.220
P,stride_513,196608,1,1.6714,1.6714,1.6714,1.6714,1.6714,4.458
P,stride_513,262144,1,2.0627,2.0627,2.0627,2.0627,2.0627,3.612
P,stride_513,393216,1,2.1131,2.1131,2.1131,2.1131,2.1131,3.526
P,stride_513,524288,1,1.8310,1.8310,1.8310,1.8310,1.8310,4.069
P,stride_513,786432,1,2.0868,2.0868,2.0868,2.0868,2.0868,3.570
P,stride_513,1048576,1,2.6086,2.6086,2.6086,2.6086,2.6086,2.856
P,stride_513,1572864,1,1.9205,1.9205,1.9205,1.9205,1.9205,3.879
P,stride_513,2097152,1,1.6048,1.6048,1.6048,1.6048,1.6048,4.643
P,stride_513,3145728,1,3.4792,3.4792,3.4792,3.4792,3.4792,2.141
P,stride_513,4194304,1,3.2995,3.2995,3.2995,3.2995,3.2995,2.258
P,stride_513,6291456,1,3.2971,3.2971,3.2971,3.2971,3.2971,2.260
P,stride_513,8388608,1,4.9734,4.9734,4.9734,4.9734,4.9734,1.498
P,stride_513,12582912,1,8.5770,8.5770,8.5770,8.5770,8.5770,0.869
P,stride_513,16777216,1,10.2838,10.2838,10.2838,10.2838,10.2838,0.724
E,pair_same_line,4096,1,2.6464,2.6464,2.6464,2.6464,2.6464,5.631
E,pair_same_line,6144,1,2.6234,2.6234,2.6234,2.6234,2.6234,5.680
E,pair_same_line,8192,1,2.6284,2.6284,2.6284,2.6284,2.6284,5.669
E,pair_same_line,12288,1,2.9403,2.9403,2.9403,2.9403,2.9403,5.068
E,pair_same_line,16384,1,2.6257,2.6257,2.6257,2.6257,2.6257,5.675
E,pair_same_line,24576,1,2.6557,2.6557,2.6557,2.6557,2.6557,5.611
E,pair_same_line,32768,1,2.7101,2.7101,2.7101,2.7101,2.7101,5.498
E,pair_same_line,49152,1,3.5706,3.5706,3.5706,3.5706,3.5706,4.173
E,pair_same_line,65536,1,2.7726,2.7726,2.7726,2.7726,2.7726,5.374
E,pair_same_line,98304,1,2.8119,2.8119,2.8119,2.8119,2.8119,5.299
E,pair_same_line,131072,1,2.9125,2.9125,2.9125,2.9125,2.9125,5.116
E,pair_same_line,196608,1,2.8502,2.8502,2.8502,2.8502,2.8502,5.228
E,pair_same_line,262144,1,3.2079,3.2079,3.2079,3.2079,3.2079,4.645
E,pair_same_line,393216,1,3.1193,3.1193,3.1193,3.1193,3.1193,4.777
E,pair_same_line,524288,1,3.2501,3.2501,3.2501,3.2501,3.2501,4.585
E,pair_same_line,786432,1,3.0839,3.0839,3.0839,3.0839,3.0839,4.832
E,pair_same_line,1048576,1,3.7907,3.7907,3.7907,3.7907,3.7907,3.931
E,pair_same_line,1572864,1,7.7375,7.7375,7.7375,7.7375,7.7375,1.926
E,pair_same_line,2097152,1,4.2876,4.2876,4.2876,4.2876,4.2876,3.475
E,pair_same_line,3145728,1,5.1116,5.1116,5.1116,5.1116,5.1116,2.915
E,pair_same_line,4194304,1,11.7708,11.7708,11.7708,11.7708,11.7708,1.266
E,pair_same_line,6291456,1,14.2007,14.2007,14.2007,14.2007,14.2007,1.049
E,pair_same_line,8388608,1,15.1437,15.1437,15.1437,15.1437,15.1437,0.984
E,pair_same_line,12582912,1,16.7148,16.7148,16.7148,16.7148,16.7148,0.891
E,pair_same_line,16777216,1,23.4704,23.4704,23.4704,23.4704,23.4704,0.635
E,pair_split_line,4096,1,2.7420,2.7420,2.7420,2.7420,2.7420,5.434
E,pair_split_line,6144,1,2.8920,2.8920,2.8920,2.8920,2.8920,5.153
E,pair_split_line,8192,1,2.7449,2.7449,2.7449,2.7449,2.7449,5.429
E,pair_split_line,12288,1,2.8158,2.8158,2.8158,2.8158,2.8158,5.292
E,pair_split_line,16384,1,2.7483,2.7483,2.7483,2.7483,2.7483,5.422
E,pair_split_line,24576,1,2.7488,2.7488,2.7488,2.7488,2.7488,5.421
E,pair_split_line,32768,1,2.7550,2.7550,2.7550,2.7550,2.7550,5.409
E,pair_split_line,49152,1,3.2859,3.2859,3.2859,3.2859,3.2859,4.535
E,pair_split_line,65536,1,3.2623,3.2623,3.2623,3.2623,3.2623,4.568
E,pair_split_line,98304,1,3.2469,3.2469,3.2469,3.2469,3.2469,4.589
E,pair_split_line,131072,1,3.1359,3.1359,3.1359,3.1359,3.1359,4.752
E,pair_split_line,196608,1,3.6996,3.6996,3.6996,3.6996,3.6996,4.028
E,pair_split_line,262144,1,3.7909,3.7909,3.7909,3.7909,3.7909,3.931
E,pair_split_line,393216,1,3.8227,3.8227,3.8227,3.8227,3.8227,3.898
E,pair_split_line,524288,1,3.9627,3.9627,3.9627,3.9627,3.9627,3.760
E,pair_split_line,786432,1,4.0035,4.0035,4.0035,4.0035,4.0035,3.722
E,pair_split_line,1048576,1,3.9332,3.9332,3.9332,3.9332,3.9332,3.789
E,pair_split_line,1572864,1,3.5979,3.5979,3.5979,3.5979,3.5979,4.142
E,pair_split_line,2097152,1,4.9674,4.9674,4.9674,4.9674,4.9674,3.000
E,pair_split_line,3145728,1,11.1433,11.1433,11.1433,11.1433,11.1433,1.337
E,pair_split_line,4194304,1,21.9446,21.9446,21.9446,21.9446,21.9446,0.679
E,pair_split_line,6291456,1,10.8933,10.8933,10.8933,10.8933,10.8933,1.368
E,pair_split_line,8388608,1,21.4328,21.4328,21.4328,21.4328,21.4328,0.695
E,pair_split_line,12582912,1,23.0286,23.0286,23.0286,23.0286,23.0286,0.647
E,pair_split_line,16777216,1,32.2734,32.2734,32.2734,32.2734,32.2734,0.462
E,random,4096,1,1.9611,1.9611,1.9611,1.9611,1.9611,3.799
E,random,6144,1,2.1178,2.1178,2.1178,2.1178,2.1178,3.518
E,random,8192,1,2.0652,2.0652,2.0652,2.0652,2.0652,3.608
E,random,12288,1,2.0368,2.0368,2.0368,2.0368,2.0368,3.658
E,random,16384,1,1.9663,1.9663,1.9663,1.9663,1.9663,3.789
E,random,24576,1,2.0092,2.0092,2.0092,2.0092,2.0092,3.708
E,random,32768,1,2.0537,2.0537,2.0537,2.0537,2.0537,3.628
E,random,49152,1,2.2238,2.2238,2.2238,2.2238,2.2238,3.350
E,random,65536,1,2.0513,2.0513,2.0513,2.0513,2.0513,3.632
E,random,98304,1,2.5289,2.5289,2.5289,2.5289,2.5289,2.946
E,random,131072,1,2.0388,2.0388,2.0388,2.0388,2.0388,3.654
E,random,196608,1,2.1030,2.1030,2.1030,2.1030,2.1030,3.543
E,random,262144,1,2.1127,2.1127,2.1127,2.1127,2.1127,3.527
E,random,393216,1,2.3949,2.3949,2.3949,2.3949,2.3949,3.111
E,random,524288,1,3.1792,3.1792,3.1792,3.1792,3.1792,2.344
E,random,786432,1,2.1744,2.1744,2.1744,2.1744,2.1744,3.426
E,random,1048576,1,2.3249,2.3249,2.3249,2.3249,2.3249,3.205
E,random,1572864,1,2.6186,2.6186,2.6186,2.6186,2.6186,2.845
E,random,2097152,1,3.6465,3.6465,3.6465,3.6465,3.6465,2.043
E,random,3145728,1,3.0761,3.0761,3.0761,3.0761,3.0761,2.422
E,random,4194304,1,11.6466,11.6466,11.6466,11.6466,11.6466,0.640
E,random,6291456,1,7.8279,7.8279,7.8279,7.8279,7.8279,0.952
E,random,8388608,1,12.5420,12.5420,12.5420,12.5420,12.5420,0.594
E,random,12582912,1,15.7053,15.7053,15.7053,15.7053,15.7053,0.474
E,random,16777216,1,17.1921,17.1921,17.1921,17.1921,17.1921,0.433
E,stride_1,4096,1,2.1200,2.1200,2.1200,2.1200,2.1200,3.514
E,stride_1,6144,1,2.1207,2.1207,2.1207,2.1207,2.1207,3.513
E,stride_1,8192,1,2.1148,2.1148,2.1148,2.1148,2.1148,3.523
E,stride_1,12288,1,2.2312,2.2312,2.2312,2.2312,2.2312,3.339
E,stride_1,16384,1,2.2315,2.2315,2.2315,2.2315,2.2315,3.339
E,stride_1,24576,1,2.1187,2.1187,2.1187,2.1187,2.1187,3.517
E,stride_1,32768,1,2.1202,2.1202,2.1202,2.1202,2.1202,3.514
E,stride_1,49152,1,2.6386,2.6386,2.6386,2.6386,2.6386,2.824
E,stride_1,65536,1,2.1231,2.1231,2.1231,2.1231,2.1231,3.509
E,stride_1,98304,1,2.1198,2.1198,2.1198,2.1198,2.1198,3.515
E,stride_1,131072,1,2.2314,2.2314,2.2314,2.2314,2.2314,3.339
E,stride_1,196608,1,2.1200,2.1200,2.1200,2.1200,2.1200,3.514
E,stride_1,262144,1,2.1187,2.1187,2.1187,2.1187,2.1187,3.517
E,stride_1,393216,1,2.1673,2.1673,2.1673,2.1673,2.1673,3.438
E,stride_1,524288,1,2.1198,2.1198,2.1198,2.1198,2.1198,3.515
E,stride_1,786432,1,2.1437,2.1437,2.1437,2.1437,2.1437,3.476
E,stride_1,1048576,1,2.1859,2.1859,2.1859,2.1859,2.1859,3.408
E,stride_1,1572864,1,2.1355,2.1355,2.1355,2.1355,2.1355,3.489
E,stride_1,2097152,1,2.1282,2.1282,2.1282,2.1282,2.1282,3.501
E,stride_1,3145728,1,2.5977,2.5977,2.5977,2.5977,2.5977,2.868
E,stride_1,4194304,1,5.6407,5.6407,5.6407,5.6407,5.6407,1.321
E,stride_1,6291456,1,2.3002,2.3002,2.3002,2.3002,2.3002,3.239
E,stride_1,8388608,1,2.6949,2.6949,2.6949,2.6949,2.6949,2.765
E,stride_1,12582912,1,2.4711,2.4711,2.4711,2.4711,2.4711,3.015
E,stride_1,16777216,1,2.3780,2.3780,2.3780,2.3780,2.3780,3.133
E,stride_17,4096,1,2.1194,2.1194,2.1194,2.1194,2.1194,3.515
