core,label,bytes,processes,median_ns_per_access,ci95_low,ci95_high,q25,q75,median_gib_per_s
LP-E,stride_513,16384,8,1.7214,1.7170,1.9686,1.7172,1.9135,4.328
LP-E,stride_513,24576,8,1.7379,1.7223,1.8946,1.7236,1.8795,4.287
LP-E,stride_513,32768,8,1.7745,1.7662,1.8926,1.7714,1.8818,4.199
LP-E,stride_513,49152,8,1.7821,1.7741,1.8112,1.7749,1.7931,4.181
LP-E,stride_513,65536,8,1.7940,1.7767,1.8662,1.7786,1.8560,4.153
LP-E,stride_513,98304,8,1.7982,1.7862,1.9586,1.7917,1.9453,4.143
LP-E,stride_513,131072,8,1.8181,1.7966,1.8906,1.8028,1.8395,4.098
LP-E,stride_513,196608,8,1.8212,1.8157,1.8793,1.8161,1.8415,4.091
LP-E,stride_513,262144,8,1.8730,1.8494,1.9643,1.8520,1.9099,3.978
LP-E,stride_513,393216,8,1.9166,1.8795,2.0426,1.8993,1.9725,3.887
LP-E,stride_513,524288,8,2.0120,1.9408,2.0805,1.9583,2.0647,3.703
LP-E,stride_513,786432,8,2.0752,1.9826,2.1589,2.0111,2.1174,3.590
LP-E,stride_513,1048576,8,2.5155,2.4044,2.5719,2.4569,2.5522,2.962
LP-E,stride_513,1572864,8,5.2444,4.4412,6.8484,4.5842,6.8416,1.421
LP-E,stride_513,2097152,8,9.4421,8.9692,10.0412,9.0614,9.9166,0.789
LP-E,stride_513,3145728,8,12.9443,12.7729,13.1885,12.8406,13.1834,0.576
LP-E,stride_513,4194304,8,12.3014,11.9067,13.0877,12.0819,13.0362,0.606
LP-E,stride_513,6291456,8,13.2378,12.9408,13.9022,12.9946,13.6501,0.563
LP-E,stride_513,8388608,8,16.1090,15.7094,16.2692,15.7853,16.2609,0.463
LP-E,stride_513,12582912,8,22.8794,22.5729,24.1135,22.6529,23.9131,0.326
LP-E,stride_513,16777216,8,30.5878,30.0101,31.3746,30.0388,31.1844,0.244
LP-E,stride_513,25165824,8,30.8875,30.3075,31.9510,30.4661,31.9049,0.241
LP-E,stride_513,33554432,8,31.3626,30.9411,32.4838,31.0747,31.8744,0.238
LP-E,stride_513,50331648,8,31.1441,30.5953,32.1521,30.6472,31.7987,0.239
LP-E,stride_513,67108864,8,31.2452,30.4002,32.7629,30.9094,31.8351,0.238
LP-E,stride_513,100663296,8,31.3959,30.6390,32.7238,30.6694,32.6081,0.237
LP-E,stride_513,134217728,8,31.5852,31.0853,32.8815,31.1173,32.6831,0.236
LP-E,stride_513,201326592,8,31.7967,30.8865,32.5202,30.9870,32.3872,0.234
LP-E,stride_513,268435456,8,31.9396,31.2833,33.0091,31.4785,32.5793,0.233
