import time: self [us] | cumulative | imported package
import time:       126 |        126 |                 _pickle
import time:       793 |       1798 |               pickle
import time:       667 |        667 |               contextlib
import time:       245 |       2710 |             numpy._core._methods
import time:       861 |       3570 |           numpy._core.fromnumeric
import time:       260 |       4051 |         numpy._core._machar
import time:       329 |        329 |             numpy._core.shape_base
import time:       139 |        139 |             numpy._core._asarray
import time:       587 |        587 |             numpy._core.arrayprint
import time:       785 |       1839 |           numpy._core.numeric
import time:       330 |       2168 |         numpy._core.einsumfunc
import time:       247 |        247 |         numpy._core.function_base
import time:       318 |        318 |         numpy._core.getlimits
import time:       187 |        187 |         numpy._core.memmap
import time:       356 |        356 |         numpy._core.records
import time:       994 |        994 |         numpy._core._add_newdocs
import time:       372 |        372 |         numpy._core._add_newdocs_scalars
import time:       134 |        134 |         numpy._core._dtype_ctypes
import time:      1024 |       1024 |             _ast
import time:       405 |       1429 |           ast
import time:        84 |         84 |               _sre
import time:       270 |        270 |                 re._constants
import time:       411 |        680 |               re._parser
import time:       126 |        126 |               re._casefix
import time:       382 |       1270 |             re._compiler
import time:       592 |       1862 |           re
import time:       183 |        183 |                 _weakrefset
import time:       654 |        836 |               threading
import time:       390 |       1226 |             sysconfig
import time:       702 |        702 |             _ctypes
import time:       305 |        305 |             ctypes._endian
import time:       923 |       3155 |           ctypes
import time:       790 |       7233 |         numpy._core._internal
import time:       219 |        219 |         numpy._pytesttester
import time:       766 |      30837 |       numpy._core
import time:        36 |      30872 |     numpy._core._multiarray_umath
import time:       352 |      31224 |   numpy.__config__
import time:        56 |         56 |                   _typing
import time:      2359 |       2414 |                 typing
import time:       241 |        241 |                     numpy._typing._nbit_base
import time:       233 |        233 |                     numpy._typing._nested_sequence
import time:       122 |        122 |                     numpy._typing._shape
import time:      1387 |       1980 |                   numpy._typing._array_like
import time:      1591 |       1591 |                   numpy._typing._char_codes
import time:       633 |        633 |                     annotationlib
import time:      1330 |       1963 |                   numpy._typing._dtype_like
import time:       188 |        188 |                   numpy._typing._nbit
import time:       159 |        159 |                   numpy._typing._scalars
import time:       105 |        105 |                   numpy._typing._ufunc
import time:       383 |       6367 |                 numpy._typing
import time:       261 |        261 |                   numpy.lib._stride_tricks_impl
import time:       319 |        579 |                 numpy.lib._twodim_base_impl
import time:       112 |        112 |                   numpy.lib._array_utils_impl
import time:       139 |        250 |                 numpy.lib.array_utils
import time:       833 |        833 |                 numpy.linalg._umath_linalg
import time:      1868 |      12308 |               numpy.linalg._linalg
import time:       133 |        133 |               numpy.linalg.linalg
import time:       186 |      12626 |             numpy.linalg
import time:       318 |      12943 |           numpy.matrixlib.defmatrix
import time:       135 |      13078 |         numpy.matrixlib
import time:      1415 |       1415 |           numpy.lib._histograms_impl
import time:      1123 |       2538 |         numpy.lib._function_base_impl
import time:       147 |        147 |         numpy.lib.stride_tricks
import time:       462 |      16223 |       numpy.lib._index_tricks_impl
import time:       342 |      16565 |     numpy.lib._arraypad_impl
import time:       941 |        941 |     numpy.lib._arraysetops_impl
import time:       183 |        183 |     numpy.lib._arrayterator_impl
import time:       497 |        497 |     numpy.lib._nanfunctions_impl
import time:       449 |        449 |       weakref
import time:        83 |         83 |               _wmi
import time:       743 |        826 |             platform
import time:       805 |        805 |             textwrap
import time:       256 |       1886 |           numpy.lib._utils_impl
import time:       239 |       2124 |         numpy.lib._format_impl
import time:       124 |       2248 |       numpy.lib.format
import time:       280 |        280 |       numpy.lib._datasource
import time:       366 |        366 |       numpy.lib._iotools
import time:      1008 |       4349 |     numpy.lib._npyio_impl
import time:       141 |        141 |         numpy.lib._ufunclike_impl
import time:       308 |        448 |       numpy.lib._type_check_impl
import time:       537 |        985 |     numpy.lib._polynomial_impl
import time:       386 |        386 |     numpy.lib._shape_base_impl
import time:       161 |        161 |     numpy.lib._version
import time:       104 |        104 |     numpy.lib.introspect
import time:       195 |        195 |     numpy.lib.mixins
import time:        94 |         94 |     numpy.lib.npyio
import time:       271 |        271 |       numpy.lib._scimath_impl
import time:       107 |        378 |     numpy.lib.scimath
import time:       474 |      25307 |   numpy.lib
import time:       153 |        153 |   numpy._array_api_info
import time:      2337 |      64738 | numpy
