import time: self [us] | cumulative | imported package
import time:       128 |      13066 |         numpy.matrixlib
import time:      1584 |       1584 |           numpy.lib._histograms_impl
import time:      1128 |       2712 |         numpy.lib._function_base_impl
import time:       136 |        136 |         numpy.lib.stride_tricks
import time:       443 |      16355 |       numpy.lib._index_tricks_impl
import time:       331 |      16685 |     numpy.lib._arraypad_impl
import time:       994 |        994 |     numpy.lib._arraysetops_impl
import time:       207 |        207 |     numpy.lib._arrayterator_impl
import time:       492 |        492 |     numpy.lib._nanfunctions_impl
import time:       829 |        829 |       weakref
import time:        98 |         98 |               _wmi
import time:       750 |        848 |             platform
import time:       782 |        782 |             textwrap
import time:       265 |       1894 |           numpy.lib._utils_impl
import time:       250 |       2143 |         numpy.lib._format_impl
import time:       131 |       2274 |       numpy.lib.format
import time:       276 |        276 |       numpy.lib._datasource
import time:       373 |        373 |       numpy.lib._iotools
import time:       658 |       4408 |     numpy.lib._npyio_impl
import time:       130 |        130 |         numpy.lib._ufunclike_impl
import time:       282 |        412 |       numpy.lib._type_check_impl
import time:       528 |        940 |     numpy.lib._polynomial_impl
import time:       426 |        426 |     numpy.lib._shape_base_impl
import time:       154 |        154 |     numpy.lib._version
import time:        97 |         97 |     numpy.lib.introspect
import time:       185 |        185 |     numpy.lib.mixins
import time:        88 |         88 |     numpy.lib.npyio
import time:       268 |        268 |       numpy.lib._scimath_impl
import time:        84 |        351 |     numpy.lib.scimath
import time:       414 |      25435 |   numpy.lib
import time:       151 |        151 |   numpy._array_api_info
import time:      2358 |      64750 | numpy
