import time: self [us] | cumulative | imported package
import time:       118 |        118 |                 _pickle
import time:       749 |       1718 |               pickle
import time:       630 |        630 |               contextlib
import time:       231 |       2578 |             numpy._core._methods
import time:       860 |       3437 |           numpy._core.fromnumeric
import time:       216 |       3853 |         numpy._core._machar
import time:       339 |        339 |             numpy._core.shape_base
import time:       138 |        138 |             numpy._core._asarray
import time:       592 |        592 |             numpy._core.arrayprint
import time:       745 |       1813 |           numpy._core.numeric
import time:       300 |       2112 |         numpy._core.einsumfunc
import time:       240 |        240 |         numpy._core.function_base
import time:       319 |        319 |         numpy._core.getlimits
import time:       183 |        183 |         numpy._core.memmap
import time:       335 |        335 |         numpy._core.records
import time:       966 |        966 |         numpy._core._add_newdocs
import time:       386 |        386 |         numpy._core._add_newdocs_scalars
import time:       130 |        130 |         numpy._core._dtype_ctypes
import time:      1028 |       1028 |             _ast
import time:       388 |       1415 |           ast
import time:        87 |         87 |               _sre
import time:       278 |        278 |                 re._constants
import time:       398 |        676 |               re._parser
import time:       150 |        150 |               re._casefix
import time:       366 |       1277 |             re._compiler
import time:       622 |       1898 |           re
import time:       226 |        226 |                 _weakrefset
import time:       669 |        894 |               threading
import time:       437 |       1331 |             sysconfig
import time:       722 |        722 |             _ctypes
import time:       361 |        361 |             ctypes._endian
import time:       969 |       3381 |           ctypes
import time:       758 |       7451 |         numpy._core._internal
import time:       175 |        175 |         numpy._pytesttester
import time:       664 |      30422 |       numpy._core
import time:        25 |      30446 |     numpy._core._multiarray_umath
import time:       329 |      30775 |   numpy.__config__
import time:        60 |         60 |                   _typing
import time:      2322 |       2381 |                 typing
import time:       252 |        252 |                     numpy._typing._nbit_base
import time:       231 |        231 |                     numpy._typing._nested_sequence
import time:       114 |        114 |                     numpy._typing._shape
import time:      1372 |       1968 |                   numpy._typing._array_like
import time:      1495 |       1495 |                   numpy._typing._char_codes
import time:       650 |        650 |                     annotationlib
import time:      1244 |       1894 |                   numpy._typing._dtype_like
import time:       328 |        328 |                   numpy._typing._nbit
import time:       145 |        145 |                   numpy._typing._scalars
import time:        98 |         98 |                   numpy._typing._ufunc
import time:       324 |       6250 |                 numpy._typing
import time:       254 |        254 |                   numpy.lib._stride_tricks_impl
import time:       309 |        563 |                 numpy.lib._twodim_base_impl
import time:       105 |        105 |                   numpy.lib._array_utils_impl
import time:       140 |        244 |                 numpy.lib.array_utils
import time:       784 |        784 |                 numpy.linalg._umath_linalg
import time:      1781 |      12000 |               numpy.linalg._linalg
import time:       136 |        136 |               numpy.linalg.linalg
import time:       179 |      12314 |             numpy.linalg
import time:       316 |      12630 |           numpy.matrixlib.defmatrix
import time:       130 |      12759 |         numpy.matrixlib
import time:      1466 |       1466 |           numpy.lib._histograms_impl
import time:      1103 |       2568 |         numpy.lib._function_base_impl
import time:       154 |        154 |         numpy.lib.stride_tricks
import time:       453 |      15932 |       numpy.lib._index_tricks_impl
import time:       299 |      16231 |     numpy.lib._arraypad_impl
import time:       954 |        954 |     numpy.lib._arraysetops_impl
import time:       185 |        185 |     numpy.lib._arrayterator_impl
import time:       509 |        509 |     numpy.lib._nanfunctions_impl
import time:       539 |        539 |       weakref
import time:        84 |         84 |               _wmi
import time:       730 |        814 |             platform
import time:       765 |        765 |             textwrap
import time:       251 |       1828 |           numpy.lib._utils_impl
import time:       255 |       2083 |         numpy.lib._format_impl
import time:       117 |       2200 |       numpy.lib.format
import time:       279 |        279 |       numpy.lib._datasource
import time:       365 |        365 |       numpy.lib._iotools
import time:      1044 |       4425 |     numpy.lib._npyio_impl
import time:       131 |        131 |         numpy.lib._ufunclike_impl
import time:       279 |        409 |       numpy.lib._type_check_impl
import time:       518 |        927 |     numpy.lib._polynomial_impl
import time:       397 |        397 |     numpy.lib._shape_base_impl
import time:       146 |        146 |     numpy.lib._version
import time:        96 |         96 |     numpy.lib.introspect
import time:       186 |        186 |     numpy.lib.mixins
import time:        92 |         92 |     numpy.lib.npyio
import time:       270 |        270 |       numpy.lib._scimath_impl
import time:        88 |        357 |     numpy.lib.scimath
import time:       402 |      24905 |   numpy.lib
import time:       147 |        147 |   numpy._array_api_info
import time:      2351 |      63997 | numpy
